carName,model,year,sellingPrice,condition,mileage,driven,fuel
Toyota Innova,S10,2008,270305,Needs Work,12.89,10022,CNG
Toyota Innova,ZX,2011,143287,Good,14.16,49248,Electric
Mahindra Scorpio,EX,2014,1074006,Fair,24.36,161132,CNG
Ford Ecosport,Titanium,2007,1737355,Good,21.08,90164,Electric
Mahindra Scorpio,XZ+,2009,1677102,Good,19.12,18615,Electric
Hyundai Creta,ZX,2015,1587959,Fair,10.26,168296,Diesel
Tata Nexon,Titanium,2021,744998,Good,24.26,124334,Petrol
Maruti Suzuki Swift,EX,2005,163734,Fair,11.42,134333,Petrol
Tata Nexon,S10,2009,240423,Needs Work,18.12,87906,Petrol
Ford Ecosport,Crysta,2007,578577,Fair,16.31,194858,Petrol
Hyundai Creta,VDI,2016,1682880,Excellent,11.96,94536,Petrol
Honda City,Titanium,2012,877278,Good,20.21,91520,Diesel
Honda City,S10,2021,611794,Good,18.67,161225,CNG
Ford Ecosport,HTX,2022,1248916,Fair,13.39,9941,Diesel
Maruti Suzuki Swift,Titanium,2014,1966799,Needs Work,10.37,86741,CNG
Tata Nexon,Crysta,2014,589934,Excellent,19.74,169865,Electric
Toyota Innova,VDI,2006,766206,Needs Work,19.55,179319,Electric
Honda City,Crysta,2007,702009,Fair,19.26,195365,CNG
Maruti Suzuki Swift,HTX,2016,530946,Excellent,19.96,4192,Petrol
Hyundai Creta,EX,2008,745523,Fair,12.65,120585,Diesel
Kia Seltos,Titanium,2019,137950,Good,10.98,182434,Diesel
Hyundai Creta,XZ+,2016,1687874,Fair,15.42,198834,Petrol
Maruti Suzuki Swift,ZX,2022,289069,Fair,17.63,40017,CNG
Tata Nexon,Titanium,2009,1756770,Good,20.5,125798,Petrol
Hyundai Creta,VDI,2018,346102,Excellent,17.76,123645,Electric
Tata Nexon,VDI,2016,467279,Needs Work,11.11,84349,Electric
Maruti Suzuki Swift,Titanium,2007,767075,Good,13.93,40064,Diesel
Hyundai Creta,XZ+,2017,566599,Good,23.01,181680,Diesel
Mahindra Scorpio,Titanium,2016,996921,Excellent,23.73,8566,Diesel
Hyundai Creta,EX,2013,157402,Fair,15.37,97566,Electric
Kia Seltos,EX,2019,222256,Needs Work,24.13,131283,Diesel
Maruti Suzuki Swift,Crysta,2018,1012766,Fair,18.84,183143,Petrol
Mahindra Scorpio,S10,2018,1355383,Excellent,12.98,22003,CNG
Kia Seltos,XZ+,2020,519421,Good,20.83,60017,Electric
Kia Seltos,ZX,2018,851836,Fair,19.36,174219,Electric
Kia Seltos,HTX,2017,1917047,Excellent,21.1,50540,Diesel
Honda City,S10,2018,506462,Needs Work,19.78,184400,Diesel
Ford Ecosport,EX,2009,1113196,Fair,21.51,144800,Diesel
Kia Seltos,Titanium,2013,952200,Good,23.34,12468,Petrol
Hyundai Creta,S10,2005,1982404,Needs Work,10.15,183950,CNG
Toyota Innova,Crysta,2007,110232,Needs Work,22.97,31661,Electric
Maruti Suzuki Swift,VDI,2007,427340,Needs Work,10.75,52585,CNG
Toyota Innova,Titanium,2018,1706573,Good,12.43,14295,Electric
Mahindra Scorpio,ZX,2012,1301801,Fair,24.53,8243,Petrol
Ford Ecosport,S10,2007,362519,Needs Work,15.52,195552,Electric
Mahindra Scorpio,ZX,2007,1569926,Good,20.15,76356,CNG
Mahindra Scorpio,XZ+,2006,1638743,Good,24.47,84750,Petrol
Kia Seltos,Crysta,2005,585910,Excellent,20.38,24103,Petrol
Maruti Suzuki Swift,S10,2007,1785666,Excellent,17.27,26527,Diesel
Maruti Suzuki Swift,VDI,2019,1495872,Fair,20.7,108518,Electric
Hyundai Creta,VDI,2009,1374384,Good,19.36,68312,Petrol
Tata Nexon,ZX,2015,1235445,Fair,15.11,123654,CNG
Toyota Innova,Crysta,2018,1097590,Excellent,17.19,71433,Electric
Mahindra Scorpio,HTX,2015,1298200,Needs Work,15.63,84806,CNG
Honda City,XZ+,2006,1975172,Good,21.0,118567,Diesel
Mahindra Scorpio,XZ+,2012,1171491,Needs Work,10.95,158183,Diesel
Tata Nexon,S10,2005,898592,Needs Work,11.37,162716,Petrol
Mahindra Scorpio,HTX,2016,1999067,Needs Work,17.1,196231,Electric
Toyota Innova,S10,2020,1380250,Excellent,22.74,147566,Electric
Mahindra Scorpio,HTX,2018,1392811,Excellent,24.88,157300,CNG
Mahindra Scorpio,Crysta,2019,1685752,Fair,16.22,192351,CNG
Toyota Innova,HTX,2019,479510,Fair,20.51,135500,Petrol
Mahindra Scorpio,S10,2016,1157132,Fair,18.42,34872,Petrol
Toyota Innova,HTX,2010,330209,Fair,13.21,16207,CNG
Kia Seltos,S10,2019,654346,Good,23.81,146861,CNG
Hyundai Creta,ZX,2019,1877195,Good,22.95,152267,Electric
Hyundai Creta,VDI,2005,1064387,Needs Work,17.62,137805,CNG
Kia Seltos,Titanium,2005,1658053,Fair,18.54,195354,CNG
Maruti Suzuki Swift,ZX,2016,1715051,Excellent,16.44,98129,Diesel
Maruti Suzuki Swift,S10,2022,1142371,Fair,16.2,194584,Diesel
Mahindra Scorpio,VDI,2022,1369788,Fair,11.63,41964,Petrol
Tata Nexon,EX,2011,1567482,Needs Work,18.55,79090,Diesel
Kia Seltos,ZX,2015,346458,Good,18.59,39734,CNG
Maruti Suzuki Swift,HTX,2007,552404,Fair,16.05,71846,Diesel
Tata Nexon,XZ+,2011,1068902,Needs Work,15.96,129994,Diesel
Mahindra Scorpio,Titanium,2005,948667,Excellent,13.62,171595,Electric
Honda City,VDI,2009,1656639,Excellent,24.67,154349,Diesel
Tata Nexon,S10,2016,1589488,Fair,19.87,117536,Electric
Maruti Suzuki Swift,HTX,2013,1508733,Fair,16.34,83454,CNG
Mahindra Scorpio,Crysta,2017,880767,Good,16.39,70782,Petrol
Hyundai Creta,Crysta,2007,1018223,Fair,17.92,137495,Diesel
Kia Seltos,S10,2014,648486,Excellent,21.32,68271,Diesel
Tata Nexon,XZ+,2021,1701199,Good,14.45,135428,CNG
Honda City,EX,2012,1637583,Needs Work,17.27,35222,CNG
Kia Seltos,Titanium,2010,854504,Excellent,13.93,143378,Electric
Honda City,ZX,2011,827307,Needs Work,19.75,197398,Petrol
Toyota Innova,EX,2009,152321,Good,17.81,105211,CNG
Mahindra Scorpio,VDI,2015,914571,Excellent,23.71,175750,Diesel
Toyota Innova,Titanium,2013,1094513,Fair,22.07,20198,Diesel
Mahindra Scorpio,VDI,2017,1483467,Excellent,14.13,150548,Electric
Kia Seltos,HTX,2005,1572416,Good,13.78,137029,Diesel
Tata Nexon,VDI,2010,1080579,Excellent,15.66,117448,CNG
Kia Seltos,Crysta,2020,931158,Fair,11.41,43740,Electric
Kia Seltos,EX,2008,1731309,Fair,12.13,41258,Petrol
Maruti Suzuki Swift,S10,2015,1862992,Fair,24.87,37922,Electric
Ford Ecosport,XZ+,2008,140594,Excellent,17.93,165048,Diesel
Toyota Innova,Crysta,2022,1699398,Fair,23.06,138746,Diesel
Maruti Suzuki Swift,XZ+,2019,1153293,Fair,17.28,134797,Electric
Maruti Suzuki Swift,Titanium,2021,876244,Good,13.33,10448,Electric
Mahindra Scorpio,EX,2021,1981266,Good,16.52,148828,Diesel
Tata Nexon,S10,2021,1206154,Excellent,15.88,33889,Electric
Hyundai Creta,ZX,2015,735861,Excellent,10.68,123004,Diesel
Hyundai Creta,EX,2015,427355,Good,24.41,159470,Electric
Tata Nexon,EX,2014,255015,Needs Work,13.04,4558,Diesel
Hyundai Creta,HTX,2019,429495,Good,19.09,54965,Diesel
Kia Seltos,S10,2009,756491,Needs Work,19.89,50236,Electric
Hyundai Creta,Crysta,2005,782207,Excellent,20.61,9841,Electric
Maruti Suzuki Swift,Titanium,2018,434457,Fair,20.83,29917,Diesel
Kia Seltos,HTX,2012,782814,Needs Work,13.61,86887,Diesel
Maruti Suzuki Swift,HTX,2014,1152127,Needs Work,21.69,49032,CNG
Hyundai Creta,HTX,2022,731783,Good,23.35,87059,CNG
Ford Ecosport,VDI,2018,1790594,Excellent,13.0,158142,Petrol
Honda City,XZ+,2018,1105472,Needs Work,22.43,25161,Diesel
Tata Nexon,Crysta,2020,1997211,Needs Work,24.5,162537,CNG
Hyundai Creta,EX,2020,879938,Fair,21.8,170220,Electric
Toyota Innova,S10,2017,126043,Needs Work,13.05,166085,Diesel
Kia Seltos,S10,2016,247991,Needs Work,24.89,119435,CNG
Honda City,ZX,2006,1237287,Good,16.04,6351,Petrol
Ford Ecosport,EX,2017,1104090,Good,16.83,82114,Electric
Hyundai Creta,Crysta,2021,455351,Excellent,22.26,55021,CNG
Mahindra Scorpio,Titanium,2017,876880,Good,20.23,10342,Petrol
Kia Seltos,HTX,2020,668174,Excellent,18.45,180129,Electric
Mahindra Scorpio,S10,2022,1099765,Excellent,17.19,117636,CNG
Hyundai Creta,ZX,2009,160977,Fair,15.86,114166,Electric
Hyundai Creta,ZX,2010,124108,Excellent,15.16,148077,Petrol
Toyota Innova,ZX,2012,931685,Fair,19.72,127370,Petrol
Tata Nexon,Crysta,2005,1482206,Excellent,16.68,142116,CNG
Tata Nexon,Crysta,2010,1833509,Excellent,19.32,69323,CNG
Tata Nexon,ZX,2016,1994639,Excellent,18.36,69079,CNG
Honda City,S10,2005,1962813,Fair,18.38,106215,CNG
Tata Nexon,Titanium,2016,825184,Fair,12.87,93165,Diesel
Tata Nexon,HTX,2018,1656582,Needs Work,11.13,197208,Electric
Hyundai Creta,EX,2018,139358,Fair,13.79,155261,Electric
Ford Ecosport,Titanium,2006,1632968,Fair,14.13,172505,CNG
Mahindra Scorpio,XZ+,2013,1899326,Good,17.14,74810,CNG
Mahindra Scorpio,Titanium,2005,1461085,Needs Work,12.27,31828,Petrol
Ford Ecosport,VDI,2014,1904619,Good,19.02,188906,Electric
Hyundai Creta,S10,2005,1620881,Needs Work,20.26,10896,Diesel
Kia Seltos,XZ+,2013,1315159,Fair,15.75,195843,Diesel
Maruti Suzuki Swift,EX,2010,277167,Excellent,16.29,77267,Diesel
Toyota Innova,EX,2023,1265294,Excellent,16.25,173647,Petrol
Tata Nexon,Crysta,2009,1428600,Good,17.81,164630,Diesel
Honda City,ZX,2017,182410,Good,19.07,193097,Diesel
Ford Ecosport,Crysta,2007,549794,Needs Work,17.71,89687,Petrol
Mahindra Scorpio,Titanium,2012,1530231,Needs Work,16.02,188611,Electric
Hyundai Creta,S10,2006,553269,Excellent,17.7,39781,CNG
Toyota Innova,Crysta,2016,544193,Needs Work,12.65,103184,CNG
Ford Ecosport,EX,2009,388563,Needs Work,21.05,123500,CNG
Mahindra Scorpio,Titanium,2006,1579011,Needs Work,23.53,3353,Electric
Maruti Suzuki Swift,VDI,2012,879010,Needs Work,12.79,131078,Petrol
Tata Nexon,EX,2010,1646175,Excellent,19.97,192980,Diesel
Maruti Suzuki Swift,Titanium,2023,1101950,Needs Work,16.74,160514,Petrol
Maruti Suzuki Swift,HTX,2013,970707,Needs Work,22.56,98846,Electric
Ford Ecosport,EX,2011,1166826,Fair,20.21,162832,Electric
Kia Seltos,Titanium,2013,329717,Excellent,23.4,74556,CNG
Toyota Innova,Titanium,2018,1566996,Good,21.02,148292,CNG
Maruti Suzuki Swift,XZ+,2019,775388,Fair,21.56,6352,Diesel
Hyundai Creta,Titanium,2009,914612,Excellent,18.05,166495,Diesel
Hyundai Creta,S10,2021,1296057,Good,21.81,15999,Petrol
Toyota Innova,ZX,2016,1378356,Good,10.42,169566,Electric
Kia Seltos,HTX,2015,566849,Fair,17.59,57607,Petrol
Tata Nexon,S10,2022,1894812,Needs Work,15.77,35834,Electric
Kia Seltos,ZX,2016,358839,Good,11.78,124430,CNG
Tata Nexon,XZ+,2015,252622,Excellent,12.89,180998,CNG
Kia Seltos,HTX,2021,313856,Good,20.33,91363,Diesel
Maruti Suzuki Swift,Crysta,2011,767301,Good,10.69,132494,Diesel
Mahindra Scorpio,HTX,2019,1251805,Good,16.64,21583,Electric
Honda City,Titanium,2007,1016102,Needs Work,20.69,4216,Electric
Maruti Suzuki Swift,XZ+,2007,992240,Needs Work,12.08,193179,CNG
Ford Ecosport,Titanium,2017,1247833,Needs Work,20.72,153219,Electric
Honda City,ZX,2020,1086955,Fair,17.43,176279,CNG
Ford Ecosport,HTX,2022,717967,Excellent,13.69,148500,Petrol
Kia Seltos,Titanium,2006,418928,Fair,22.39,39286,Petrol
Maruti Suzuki Swift,XZ+,2016,996631,Fair,12.85,166160,CNG
Mahindra Scorpio,VDI,2014,820787,Good,21.59,149338,Diesel
Mahindra Scorpio,Crysta,2007,552492,Excellent,17.84,120259,Petrol
Tata Nexon,EX,2023,939561,Needs Work,16.5,115669,Electric
Toyota Innova,Titanium,2011,1444738,Needs Work,15.93,150006,Electric
Hyundai Creta,ZX,2015,831110,Good,20.68,169668,Electric
Tata Nexon,HTX,2010,1786739,Excellent,19.81,23644,CNG
Mahindra Scorpio,Crysta,2007,970668,Good,10.91,68573,Electric
Kia Seltos,HTX,2019,1406280,Needs Work,15.55,181418,CNG
Maruti Suzuki Swift,XZ+,2023,319190,Excellent,10.48,98141,Diesel
Honda City,Crysta,2020,1916983,Good,11.03,2679,Petrol
Hyundai Creta,Titanium,2008,1875082,Good,19.98,30617,Diesel
Honda City,S10,2019,1169000,Needs Work,13.94,137257,Electric
Tata Nexon,ZX,2017,113911,Good,24.32,158091,CNG
Hyundai Creta,ZX,2006,832542,Excellent,20.03,53681,Diesel
Mahindra Scorpio,Crysta,2010,553793,Excellent,19.0,76075,Diesel
Mahindra Scorpio,XZ+,2005,1701212,Needs Work,10.82,199212,Petrol
Mahindra Scorpio,XZ+,2007,1469412,Needs Work,11.79,58071,Electric
Kia Seltos,HTX,2014,1893920,Excellent,18.36,3339,Petrol
Maruti Suzuki Swift,HTX,2009,1075020,Fair,16.95,62806,Electric
Ford Ecosport,VDI,2023,254296,Needs Work,10.53,156459,Petrol
Toyota Innova,Titanium,2010,1454906,Excellent,15.11,162448,Diesel
Mahindra Scorpio,ZX,2008,562548,Needs Work,23.37,37661,CNG
Tata Nexon,Crysta,2020,545827,Good,11.95,94448,CNG
Hyundai Creta,VDI,2020,921438,Fair,18.92,197578,Diesel
Maruti Suzuki Swift,S10,2006,685450,Excellent,17.65,9477,Electric
Tata Nexon,ZX,2020,134164,Excellent,15.82,60860,Petrol
Ford Ecosport,EX,2019,714500,Good,10.32,198810,Diesel
Kia Seltos,Titanium,2008,382197,Excellent,21.67,7738,Diesel
Toyota Innova,EX,2018,1607680,Excellent,14.68,185430,CNG
Maruti Suzuki Swift,XZ+,2021,1308521,Needs Work,15.67,69444,Petrol
Hyundai Creta,Crysta,2012,280731,Needs Work,12.42,150204,CNG
Tata Nexon,Titanium,2011,836770,Needs Work,15.65,135541,Electric
Tata Nexon,VDI,2022,1042339,Excellent,13.36,187492,CNG
Mahindra Scorpio,EX,2008,1242912,Good,10.52,49683,CNG
Maruti Suzuki Swift,XZ+,2021,1754603,Excellent,15.22,25463,CNG
Hyundai Creta,EX,2019,1181391,Needs Work,19.46,197174,CNG
Kia Seltos,HTX,2021,1351881,Excellent,11.66,53616,CNG
Kia Seltos,Crysta,2014,1949939,Fair,13.89,151459,Electric
Maruti Suzuki Swift,HTX,2009,1758680,Good,15.58,110225,Electric
Mahindra Scorpio,Titanium,2012,1528478,Excellent,15.73,79084,Electric
Hyundai Creta,ZX,2022,1452061,Needs Work,22.2,7310,Diesel
Maruti Suzuki Swift,XZ+,2010,695968,Excellent,13.55,31736,Diesel
Kia Seltos,ZX,2019,285791,Fair,23.16,71782,Electric
Honda City,ZX,2012,1406136,Needs Work,14.13,116342,Petrol
Tata Nexon,EX,2017,1909169,Needs Work,15.45,183820,CNG
Mahindra Scorpio,ZX,2016,1009264,Excellent,15.25,13086,Electric
Tata Nexon,HTX,2008,157442,Excellent,11.76,188177,Electric
Mahindra Scorpio,VDI,2020,443612,Needs Work,15.65,146184,Electric
Ford Ecosport,Titanium,2009,825543,Excellent,12.48,115133,Petrol
Toyota Innova,XZ+,2015,170142,Good,23.02,100181,Electric
Honda City,HTX,2022,457692,Excellent,23.8,69453,Diesel
Tata Nexon,VDI,2021,1424663,Excellent,15.8,5744,Petrol
Maruti Suzuki Swift,VDI,2022,149572,Good,15.69,179687,Petrol
Hyundai Creta,VDI,2020,838416,Good,23.98,63780,Diesel
Kia Seltos,S10,2009,1714132,Needs Work,15.03,128681,Diesel
Mahindra Scorpio,EX,2018,1445583,Fair,23.36,57206,Diesel
Hyundai Creta,Crysta,2017,1749444,Good,12.64,101842,CNG
Ford Ecosport,Titanium,2021,1748735,Excellent,14.61,179681,Electric
Ford Ecosport,Crysta,2015,1663694,Good,20.19,29476,CNG
Toyota Innova,VDI,2005,1233059,Needs Work,20.07,144894,Electric
Mahindra Scorpio,XZ+,2023,746196,Good,23.67,63624,CNG
Hyundai Creta,Titanium,2021,340328,Good,11.4,133670,Electric
Mahindra Scorpio,ZX,2023,644841,Needs Work,13.69,191666,Petrol
Kia Seltos,XZ+,2022,1502014,Excellent,14.28,116934,Electric
Tata Nexon,XZ+,2005,603269,Fair,15.23,190925,Petrol
Ford Ecosport,Crysta,2023,617206,Excellent,22.28,28878,Electric
Ford Ecosport,HTX,2022,836564,Needs Work,18.48,125226,Electric
Mahindra Scorpio,XZ+,2010,1530575,Fair,20.32,41579,CNG
Kia Seltos,Crysta,2016,570189,Fair,17.43,47778,CNG
Ford Ecosport,HTX,2022,578142,Good,23.97,23962,Petrol
Maruti Suzuki Swift,Titanium,2014,1837260,Good,11.2,39237,Electric
Hyundai Creta,XZ+,2014,279842,Excellent,10.21,91492,Petrol
Maruti Suzuki Swift,EX,2015,632756,Fair,15.05,159114,CNG
Toyota Innova,ZX,2019,1122643,Needs Work,21.58,178347,Petrol
Honda City,XZ+,2009,364085,Needs Work,19.34,42513,Electric
Maruti Suzuki Swift,EX,2014,375053,Excellent,17.58,175243,Petrol
Hyundai Creta,VDI,2020,849577,Good,12.72,127611,Petrol
Maruti Suzuki Swift,S10,2007,1281564,Needs Work,12.1,11268,Diesel
Maruti Suzuki Swift,Crysta,2007,421861,Fair,21.74,152361,Diesel
Toyota Innova,Crysta,2013,1475147,Needs Work,18.49,51783,Petrol
Maruti Suzuki Swift,EX,2012,1938189,Needs Work,21.77,191090,Petrol
Toyota Innova,S10,2012,143903,Fair,16.69,25260,Diesel
Toyota Innova,VDI,2018,1418303,Good,15.65,39117,Electric
Toyota Innova,HTX,2019,351044,Needs Work,13.32,173256,CNG
Mahindra Scorpio,Crysta,2016,648609,Excellent,17.46,111235,CNG
Maruti Suzuki Swift,ZX,2006,660002,Needs Work,10.89,192862,Petrol
Ford Ecosport,S10,2008,1350028,Excellent,18.03,154849,Petrol
Ford Ecosport,XZ+,2007,807335,Needs Work,18.61,150737,Electric
Kia Seltos,XZ+,2016,1785158,Good,10.09,27556,Diesel
Honda City,ZX,2010,1982444,Needs Work,24.41,122098,Electric
Mahindra Scorpio,XZ+,2019,1499257,Excellent,16.02,52024,Electric
Kia Seltos,S10,2017,816428,Fair,20.75,141522,Electric
Honda City,Titanium,2022,1249977,Needs Work,10.08,6527,Electric
Kia Seltos,Crysta,2009,1530132,Needs Work,16.68,47185,Diesel
Toyota Innova,Crysta,2011,751351,Needs Work,16.96,195166,Petrol
Maruti Suzuki Swift,HTX,2021,875391,Fair,18.9,180169,Petrol
Maruti Suzuki Swift,XZ+,2016,1263451,Fair,19.77,10963,CNG
Tata Nexon,Titanium,2016,854955,Needs Work,10.86,79336,Electric
Ford Ecosport,Crysta,2021,1516542,Good,20.18,149692,CNG
Mahindra Scorpio,Crysta,2019,975297,Fair,22.79,60835,Diesel
Ford Ecosport,S10,2014,1534119,Needs Work,18.03,140517,Electric
Maruti Suzuki Swift,Titanium,2009,312207,Good,15.62,62272,Electric
Kia Seltos,Crysta,2021,504538,Fair,10.99,169436,Electric
Tata Nexon,ZX,2018,853914,Needs Work,10.22,26186,Electric
Honda City,EX,2008,1616685,Needs Work,13.44,66422,Electric
Hyundai Creta,ZX,2017,388634,Fair,18.13,167911,Electric
Mahindra Scorpio,Titanium,2020,243208,Excellent,15.93,160616,Electric
Tata Nexon,HTX,2021,1381659,Needs Work,22.13,141765,Electric
Toyota Innova,VDI,2014,1874609,Needs Work,11.71,76563,Diesel
Kia Seltos,VDI,2009,255577,Good,21.71,197734,Electric
Kia Seltos,Crysta,2007,1668509,Excellent,24.18,187353,Diesel
Hyundai Creta,Crysta,2012,587562,Good,10.22,78720,Diesel
Ford Ecosport,XZ+,2020,1598580,Good,17.13,46294,Petrol
Toyota Innova,HTX,2010,1826448,Good,24.38,182029,Petrol
Hyundai Creta,EX,2017,153543,Good,21.82,135661,Diesel
Hyundai Creta,XZ+,2023,187363,Fair,21.51,59022,Petrol
Toyota Innova,EX,2021,812108,Good,13.81,198765,Diesel
Toyota Innova,EX,2007,328122,Fair,16.85,17152,Diesel
Tata Nexon,Crysta,2007,1289514,Needs Work,10.03,13389,Diesel
Ford Ecosport,HTX,2005,1145698,Fair,17.79,184543,Electric
Maruti Suzuki Swift,EX,2017,390317,Good,21.7,45205,CNG
Mahindra Scorpio,HTX,2017,784438,Fair,12.07,100739,Electric
Maruti Suzuki Swift,HTX,2005,1496919,Good,21.32,58098,Diesel
Tata Nexon,Titanium,2014,943801,Excellent,19.86,169495,CNG
Maruti Suzuki Swift,Titanium,2013,1244397,Excellent,13.54,85372,CNG
Mahindra Scorpio,Crysta,2023,1267535,Needs Work,15.61,116865,Electric
Kia Seltos,HTX,2014,1604997,Excellent,10.31,34092,CNG
Ford Ecosport,ZX,2021,1519397,Excellent,20.67,69046,Petrol
Ford Ecosport,XZ+,2013,1384330,Excellent,17.1,4024,CNG
Hyundai Creta,HTX,2021,1538706,Excellent,16.03,105105,Petrol
Ford Ecosport,EX,2021,1392338,Needs Work,11.89,34729,CNG
Maruti Suzuki Swift,S10,2022,1841593,Good,10.9,81069,CNG
Honda City,Titanium,2006,209475,Fair,22.24,67205,Diesel
Mahindra Scorpio,EX,2008,1306847,Fair,13.96,139360,CNG
Mahindra Scorpio,HTX,2016,849741,Good,23.68,81168,Petrol
Mahindra Scorpio,Titanium,2023,818477,Good,15.7,164043,Petrol
Ford Ecosport,VDI,2014,1408150,Excellent,11.09,76253,Diesel
Hyundai Creta,Titanium,2011,523576,Fair,15.43,2494,CNG
Honda City,Crysta,2009,1174976,Good,16.64,133280,Petrol
Mahindra Scorpio,EX,2017,1621730,Needs Work,23.55,170503,Diesel
Tata Nexon,XZ+,2007,836534,Needs Work,17.12,178454,Electric
Honda City,VDI,2023,486702,Excellent,14.65,47589,Diesel
Tata Nexon,HTX,2021,1069371,Excellent,19.12,194364,Petrol
Toyota Innova,VDI,2008,253916,Good,13.55,22026,Electric
Honda City,EX,2008,1248649,Fair,18.2,11669,Petrol
Maruti Suzuki Swift,HTX,2022,689962,Excellent,13.78,132908,Diesel
Honda City,Titanium,2022,1856289,Good,12.46,51448,Diesel
Kia Seltos,S10,2011,1402494,Excellent,20.6,129377,Diesel
Maruti Suzuki Swift,S10,2007,1597534,Excellent,19.42,16742,Petrol
Hyundai Creta,HTX,2006,555269,Fair,13.56,131189,Electric
Toyota Innova,EX,2021,1275782,Needs Work,23.24,127959,Diesel
Hyundai Creta,Titanium,2015,1319817,Good,16.56,107776,CNG
Kia Seltos,VDI,2012,822539,Good,22.5,116465,CNG
Toyota Innova,HTX,2006,408473,Good,10.46,49360,CNG
Tata Nexon,HTX,2013,437760,Fair,15.94,176759,Electric
Hyundai Creta,S10,2016,1375607,Fair,13.29,189786,Electric
Tata Nexon,S10,2022,1064558,Excellent,18.17,1786,Diesel
Toyota Innova,HTX,2011,1656173,Good,12.69,140784,Electric
Maruti Suzuki Swift,VDI,2015,998043,Needs Work,15.6,192551,Electric
Ford Ecosport,VDI,2011,1946134,Excellent,19.08,185766,Diesel
Honda City,Crysta,2007,888651,Excellent,24.88,76113,Diesel
Maruti Suzuki Swift,HTX,2007,1017834,Excellent,16.44,61305,Diesel
Toyota Innova,Crysta,2010,1114052,Fair,13.79,142745,Electric
Tata Nexon,XZ+,2023,451930,Needs Work,12.23,73280,Electric
Tata Nexon,Crysta,2005,501502,Good,15.22,45108,Petrol
Tata Nexon,XZ+,2020,1044647,Needs Work,16.58,105433,Petrol
Mahindra Scorpio,Crysta,2015,1467558,Fair,16.19,21079,Petrol
Hyundai Creta,Crysta,2005,1280973,Fair,12.69,190455,Petrol
Mahindra Scorpio,Titanium,2006,1238641,Needs Work,11.06,131855,Electric
Tata Nexon,XZ+,2009,1241641,Needs Work,19.66,58485,CNG
Mahindra Scorpio,Crysta,2008,1141043,Fair,24.03,197410,CNG
Ford Ecosport,Titanium,2007,417543,Fair,16.05,110206,Electric
Honda City,VDI,2018,1824831,Needs Work,14.79,195964,CNG
Tata Nexon,Titanium,2020,1333190,Excellent,11.32,60196,CNG
Tata Nexon,XZ+,2016,654399,Excellent,17.14,125280,CNG
Hyundai Creta,EX,2006,1231430,Needs Work,24.56,130504,Diesel
Maruti Suzuki Swift,VDI,2007,579898,Excellent,21.93,106352,Electric
Tata Nexon,XZ+,2011,1097968,Needs Work,12.0,3241,Electric
Honda City,XZ+,2009,1170948,Needs Work,13.69,5888,CNG
Kia Seltos,ZX,2018,1176808,Excellent,13.76,26552,Electric
Hyundai Creta,EX,2010,783561,Needs Work,12.81,166548,Diesel
Hyundai Creta,Crysta,2012,1985052,Needs Work,11.33,30936,CNG
Tata Nexon,Crysta,2019,1656537,Needs Work,15.6,183086,Electric
Tata Nexon,VDI,2009,1293249,Fair,15.73,61161,CNG
Tata Nexon,ZX,2015,832922,Good,16.75,106442,Diesel
Honda City,ZX,2010,318250,Excellent,18.62,133665,CNG
Ford Ecosport,HTX,2020,1209653,Good,22.83,102103,Diesel
Tata Nexon,XZ+,2021,709642,Fair,14.32,119878,Diesel
Ford Ecosport,HTX,2011,1388777,Good,18.06,72031,Diesel
Hyundai Creta,ZX,2005,631779,Good,16.19,124728,Petrol
Hyundai Creta,VDI,2008,1881142,Fair,21.44,188723,Electric
Hyundai Creta,Titanium,2010,1006651,Excellent,19.89,73646,Diesel
Maruti Suzuki Swift,HTX,2021,1618073,Good,13.44,58117,Petrol
Toyota Innova,HTX,2016,253889,Excellent,11.83,161002,CNG
Mahindra Scorpio,Crysta,2010,307050,Good,21.52,140942,Electric
Toyota Innova,VDI,2005,1037858,Fair,10.57,55237,CNG
Toyota Innova,Crysta,2019,1797938,Fair,13.7,6225,CNG
Kia Seltos,ZX,2017,1683986,Fair,11.53,172634,Diesel
Maruti Suzuki Swift,XZ+,2014,255472,Fair,17.45,63624,Diesel
Hyundai Creta,S10,2008,1924885,Excellent,16.62,167343,Petrol
Toyota Innova,XZ+,2023,762523,Excellent,12.69,189935,CNG
Toyota Innova,Crysta,2020,1270443,Needs Work,19.83,104730,Diesel
Tata Nexon,EX,2011,683348,Fair,13.52,90731,Diesel
Toyota Innova,Crysta,2012,313203,Good,22.95,24453,Diesel
Mahindra Scorpio,Crysta,2015,1760183,Fair,12.91,1706,CNG
Tata Nexon,VDI,2006,967374,Fair,22.2,65243,Electric
Ford Ecosport,HTX,2009,1816812,Excellent,17.7,156381,CNG
Tata Nexon,ZX,2006,1576590,Good,19.52,36811,CNG
Hyundai Creta,HTX,2022,779372,Excellent,18.24,151658,Diesel
Kia Seltos,ZX,2012,1114320,Excellent,11.55,151612,Diesel
Ford Ecosport,VDI,2018,1181808,Excellent,15.88,169110,Diesel
Hyundai Creta,HTX,2007,156495,Needs Work,15.04,186286,CNG
Honda City,VDI,2006,518985,Fair,23.84,111508,Diesel
Ford Ecosport,XZ+,2007,1664884,Fair,12.53,26430,Petrol
Maruti Suzuki Swift,VDI,2010,1932247,Excellent,18.09,97649,CNG
